Time (s),PWM,Pressure,PWM/10
55.45,0.00,2.89,0
55.5,0.00,2.88,0
55.55,0.00,2.87,0
55.6,0.00,2.86,0
55.65,0.00,2.85,0
55.7,0.00,2.83,0
55.75,0.00,2.82,0
55.8,0.00,2.81,0
55.85,0.00,2.80,0
55.9,0.00,2.79,0
55.95,0.00,2.79,0
56,0.00,2.79,0
56.05,0.00,2.79,0
56.1,0.00,2.78,0
56.15,0.00,2.77,0
56.2,0.00,2.76,0
56.25,0.00,2.75,0
56.3,0.00,2.74,0
56.35,0.00,2.73,0
56.4,0.00,2.72,0
56.45,0.00,2.71,0
56.5,0.00,2.69,0
56.55,0.00,2.67,0
56.6,0.00,2.67,0
56.65,0.00,2.66,0
56.7,0.00,2.66,0
56.75,0.00,2.66,0
56.8,0.00,2.66,0
56.85,0.00,2.65,0
56.9,0.00,2.64,0
56.95,0.00,2.63,0
57,0.00,2.63,0
57.05,0.00,2.62,0
57.1,0.00,2.61,0
57.15,0.00,2.59,0
57.2,0.00,2.58,0
57.25,0.00,2.56,0
57.3,0.00,2.56,0
57.35,0.00,2.56,0
57.4,0.00,2.56,0
57.45,0.00,2.56,0
57.5,0.00,2.56,0
57.55,0.00,2.55,0
57.6,0.00,2.54,0
57.65,0.00,2.53,0
57.7,0.00,2.53,0
57.75,0.00,2.52,0
57.8,0.00,2.51,0
57.85,0.00,2.49,0
57.9,0.00,2.48,0
57.95,0.00,2.48,0
58,0.00,2.48,0
58.05,0.00,2.47,0
58.1,0.00,2.47,0
58.15,0.00,2.47,0
58.2,0.00,2.46,0
58.25,0.00,2.45,0
58.3,0.00,2.44,0
58.35,0.00,2.43,0
58.4,0.00,2.42,0
58.45,0.00,2.41,0
58.5,0.00,2.40,0
58.55,0.00,2.39,0
58.6,0.00,2.39,0
58.65,0.00,2.38,0
58.7,0.00,2.38,0
58.75,0.00,2.37,0
58.8,0.00,2.38,0
58.85,0.00,2.37,0
58.9,0.00,2.36,0
58.95,0.00,2.35,0
59,0.00,2.35,0
59.05,0.00,2.34,0
59.1,0.00,2.33,0
59.15,0.00,2.32,0
59.2,0.00,2.31,0
59.25,0.00,2.31,0
59.3,0.00,2.31,0
59.35,0.00,2.31,0
59.4,0.00,2.31,0
59.45,0.00,2.30,0
59.5,0.00,2.29,0
59.55,0.00,2.28,0
59.6,0.00,2.28,0
59.65,0.00,2.27,0
59.7,0.00,2.26,0
59.75,0.00,2.25,0
59.8,0.00,2.24,0
59.85,0.00,2.23,0
59.9,0.00,2.23,0
59.95,0.00,2.23,0
60,0.00,2.23,0
60.05,0.00,2.23,0
60.1,0.00,2.23,0
60.15,0.00,2.22,0
60.2,0.00,2.22,0
60.25,0.00,2.21,0
60.3,0.00,2.20,0
60.35,0.00,2.18,0
60.4,0.00,2.18,0
60.45,0.00,2.17,0
60.5,0.00,2.16,0
60.55,0.00,2.16,0
60.6,0.00,2.15,0
60.65,0.00,2.15,0
60.7,0.00,2.15,0
60.75,0.00,2.14,0
60.8,0.00,2.14,0
60.85,0.00,2.13,0
60.9,0.00,2.12,0
60.95,0.00,2.12,0
61,0.00,2.11,0
61.05,0.00,2.11,0
61.1,0.00,2.10,0
61.15,0.00,2.09,0
61.2,0.00,2.09,0
61.25,0.00,2.08,0
61.3,0.00,2.08,0
61.35,0.00,2.08,0
61.4,0.00,2.08,0
61.45,50.00,1.99,5
61.5,50.00,1.99,5
61.55,50.00,2.01,5
61.6,50.00,2.09,5
61.65,50.00,2.24,5
61.7,50.00,2.44,5
61.75,50.00,2.70,5
61.8,50.00,3.14,5
61.85,50.00,3.43,5
61.9,50.00,3.75,5
61.95,50.00,4.05,5
62,50.00,4.35,5
62.05,50.00,4.64,5
62.1,50.00,4.93,5
62.15,50.00,5.20,5
62.2,50.00,5.49,5
62.25,50.00,5.79,5
62.3,50.00,6.08,5
62.35,50.00,6.36,5
62.4,50.00,6.63,5
62.45,50.00,6.89,5
62.5,50.00,7.13,5
62.55,50.00,7.36,5
62.6,50.00,7.57,5
62.65,50.00,7.77,5
62.7,50.00,7.97,5
62.75,50.00,8.15,5
62.8,50.00,8.45,5
62.85,50.00,8.65,5
62.9,50.00,8.83,5
62.95,50.00,9.01,5
63,50.00,9.19,5
63.05,50.00,9.36,5
63.1,50.00,9.52,5
63.15,50.00,9.70,5
63.2,50.00,9.86,5
63.25,50.00,10.03,5
63.3,50.00,10.17,5
63.35,50.00,10.31,5
63.4,50.00,10.43,5
63.45,50.00,10.54,5
63.5,50.00,10.65,5
63.55,50.00,10.76,5
63.6,50.00,10.93,5
63.65,50.00,11.04,5
63.7,50.00,11.14,5
63.75,50.00,11.25,5
63.8,50.00,11.34,5
63.85,50.00,11.42,5
63.9,50.00,11.49,5
63.95,50.00,11.57,5
64,50.00,11.63,5
64.05,50.00,11.69,5
64.1,50.00,11.76,5
64.15,50.00,11.82,5
64.2,50.00,11.87,5
64.25,50.00,11.94,5
64.3,50.00,12.03,5
64.35,50.00,12.09,5
64.4,50.00,12.15,5
64.45,50.00,12.21,5
64.5,50.00,12.27,5
64.55,50.00,12.33,5
64.6,50.00,12.40,5
64.65,50.00,12.47,5
64.7,50.00,12.53,5
64.75,50.00,12.59,5
64.8,50.00,12.63,5
64.85,50.00,12.66,5
64.9,50.00,12.69,5
64.95,50.00,12.71,5
65,50.00,12.73,5
65.05,50.00,12.76,5
65.1,50.00,12.80,5
65.15,50.00,12.82,5
65.2,50.00,12.85,5
65.25,50.00,12.88,5
65.3,50.00,12.92,5
65.35,50.00,12.97,5
65.4,0.00,13.03,0
65.45,0.00,13.07,0
65.5,0.00,13.09,0
65.55,0.00,13.08,0
65.6,0.00,13.03,0
65.65,0.00,12.95,0
65.7,0.00,12.86,0
65.75,0.00,12.71,0
65.8,0.00,12.60,0
65.85,0.00,12.50,0
65.9,0.00,12.41,0
65.95,0.00,12.33,0
66,0.00,12.24,0
66.05,0.00,12.18,0
66.1,0.00,12.10,0
66.15,0.00,12.02,0
66.2,0.00,11.94,0
66.25,0.00,11.86,0
66.3,0.00,11.77,0
66.35,0.00,11.70,0
66.4,0.00,11.62,0
66.45,0.00,11.51,0
66.5,0.00,11.43,0
66.55,0.00,11.36,0
66.6,0.00,11.28,0
66.65,0.00,11.21,0
66.7,0.00,11.14,0
66.75,0.00,11.09,0
66.8,0.00,11.02,0
66.85,0.00,10.95,0
66.9,0.00,10.89,0
66.95,0.00,10.82,0
67,0.00,10.76,0
67.05,0.00,10.69,0
67.1,0.00,10.59,0
67.15,0.00,10.52,0
67.2,0.00,10.45,0
67.25,0.00,10.40,0
67.3,0.00,10.34,0
67.35,0.00,10.28,0
67.4,0.00,10.23,0
67.45,0.00,10.17,0
67.5,0.00,10.11,0
67.55,0.00,10.04,0
67.6,0.00,9.98,0
67.65,0.00,9.92,0
67.7,0.00,9.86,0
67.75,0.00,9.81,0
67.8,0.00,9.72,0
67.85,0.00,9.66,0
67.9,0.00,9.61,0
67.95,0.00,9.56,0
68,0.00,9.50,0
68.05,0.00,9.45,0
68.1,0.00,9.40,0
68.15,0.00,9.35,0
68.2,0.00,9.29,0
68.25,0.00,9.23,0
68.3,0.00,9.17,0
68.35,0.00,9.11,0
68.4,0.00,9.06,0
68.45,0.00,9.01,0
68.5,0.00,8.93,0
68.55,0.00,8.87,0
68.6,0.00,8.83,0
68.65,0.00,8.78,0
68.7,0.00,8.73,0
68.75,0.00,8.69,0
68.8,0.00,8.65,0
68.85,0.00,8.60,0
68.9,0.00,8.54,0
68.95,0.00,8.49,0
69,0.00,8.44,0
69.05,0.00,8.39,0
69.1,0.00,8.35,0
69.15,0.00,8.31,0
69.2,0.00,8.26,0
69.25,0.00,8.19,0
69.3,0.00,8.15,0
69.35,0.00,8.11,0
69.4,0.00,8.06,0
69.45,0.00,8.02,0
69.5,0.00,7.98,0
69.55,0.00,7.94,0
69.6,0.00,7.89,0
69.65,0.00,7.85,0
69.7,0.00,7.80,0
69.75,0.00,7.75,0
69.8,0.00,7.71,0
69.85,0.00,7.67,0
69.9,0.00,7.60,0
69.95,0.00,7.56,0
70,0.00,7.52,0
70.05,0.00,7.49,0
70.1,0.00,7.45,0
70.15,0.00,7.41,0
70.2,0.00,7.36,0
70.25,0.00,7.32,0
70.3,0.00,7.28,0
70.35,0.00,7.24,0
70.4,0.00,7.20,0
70.45,0.00,7.16,0
70.5,0.00,7.13,0
70.55,0.00,7.06,0
70.6,0.00,7.03,0
70.65,0.00,6.99,0
70.7,0.00,6.96,0
70.75,0.00,6.93,0
70.8,0.00,6.89,0
70.85,0.00,6.85,0
70.9,0.00,6.81,0
70.95,0.00,6.77,0
71,0.00,6.73,0
71.05,0.00,6.70,0
71.1,0.00,6.67,0
71.15,0.00,6.64,0
71.2,0.00,6.60,0
71.25,0.00,6.55,0
71.3,0.00,6.52,0
71.35,0.00,6.49,0
71.4,0.00,6.46,0
71.45,0.00,6.42,0
71.5,0.00,6.39,0
71.55,0.00,6.35,0
71.6,0.00,6.31,0
71.65,0.00,6.27,0
71.7,0.00,6.24,0
71.75,0.00,6.22,0
71.8,0.00,6.19,0
71.85,0.00,6.16,0
71.9,0.00,6.11,0
71.95,0.00,6.08,0
72,0.00,6.06,0
72.05,0.00,6.03,0
72.1,0.00,5.99,0
72.15,0.00,5.96,0
72.2,0.00,5.93,0
72.25,0.00,5.89,0
72.3,0.00,5.86,0
72.35,0.00,5.83,0
72.4,0.00,5.81,0
72.45,0.00,5.78,0
72.5,0.00,5.73,0
72.55,0.00,5.70,0
72.6,0.00,5.68,0
72.65,0.00,5.65,0
72.7,0.00,5.63,0
72.75,0.00,5.60,0
72.8,0.00,5.57,0
72.85,0.00,5.53,0
72.9,0.00,5.50,0
72.95,0.00,5.46,0
73,0.00,5.43,0
73.05,0.00,5.41,0
73.1,0.00,5.39,0
73.15,0.00,5.36,0
73.2,0.00,5.33,0
73.25,0.00,5.30,0
73.3,0.00,5.28,0
73.35,0.00,5.26,0
73.4,0.00,5.24,0
73.45,0.00,5.21,0
73.5,0.00,5.18,0
73.55,0.00,5.15,0
73.6,0.00,5.12,0
73.65,0.00,5.08,0
73.7,0.00,5.06,0
73.75,0.00,5.04,0
73.8,0.00,5.02,0
73.85,0.00,4.99,0
73.9,0.00,4.96,0
73.95,0.00,4.94,0
74,0.00,4.92,0
74.05,0.00,4.90,0
74.1,0.00,4.87,0
74.15,0.00,4.85,0
74.2,0.00,4.82,0
74.25,0.00,4.80,0
74.3,0.00,4.77,0
74.35,0.00,4.75,0
74.4,0.00,4.74,0
74.45,0.00,4.72,0
74.5,0.00,4.70,0
74.55,0.00,4.66,0
74.6,0.00,4.64,0
74.65,0.00,4.62,0
74.7,0.00,4.60,0
74.75,0.00,4.57,0
74.8,0.00,4.55,0
74.85,0.00,4.51,0
74.9,0.00,4.48,0
74.95,0.00,4.46,0
75,0.00,4.45,0
75.05,0.00,4.43,0
75.1,0.00,4.42,0
75.15,0.00,4.41,0
75.2,0.00,4.37,0
75.25,0.00,4.35,0
75.3,0.00,4.33,0
75.35,0.00,4.31,0
75.4,0.00,4.29,0
75.45,0.00,4.27,0
75.5,0.00,4.25,0
75.55,0.00,4.22,0
75.6,0.00,4.19,0
75.65,0.00,4.17,0
75.7,0.00,4.16,0
75.75,0.00,4.14,0
75.8,0.00,4.13,0
75.85,0.00,4.13,0
75.9,0.00,4.10,0
75.95,0.00,4.08,0
76,0.00,4.07,0
76.05,0.00,4.06,0
76.1,0.00,4.04,0
76.15,0.00,4.02,0
76.2,0.00,3.99,0
76.25,0.00,3.97,0
76.3,0.00,3.94,0
76.35,0.00,3.93,0
76.4,0.00,3.91,0
76.45,0.00,3.90,0
76.5,0.00,3.89,0
76.55,0.00,3.87,0
76.6,0.00,3.84,0
76.65,0.00,3.83,0
76.7,0.00,3.82,0
76.75,0.00,3.82,0
76.8,0.00,3.80,0
76.85,0.00,3.78,0
76.9,0.00,3.75,0
76.95,0.00,3.73,0
77,0.00,3.69,0
77.05,0.00,3.67,0
77.1,0.00,3.66,0
77.15,0.00,3.65,0
77.2,0.00,3.63,0
77.25,0.00,3.63,0
77.3,0.00,3.62,0
77.35,0.00,3.60,0
77.4,0.00,3.59,0
77.45,0.00,3.57,0
77.5,0.00,3.56,0
77.55,0.00,3.54,0
77.6,0.00,3.52,0
77.65,0.00,3.50,0
77.7,0.00,3.47,0
77.75,0.00,3.45,0
77.8,0.00,3.44,0
77.85,0.00,3.43,0
77.9,0.00,3.42,0
77.95,0.00,3.41,0
78,0.00,3.41,0
78.05,0.00,3.39,0
78.1,0.00,3.38,0
78.15,0.00,3.37,0
78.2,0.00,3.35,0
78.25,0.00,3.34,0
78.3,0.00,3.32,0
78.35,0.00,3.29,0
78.4,0.00,3.27,0
78.45,0.00,3.26,0
78.5,0.00,3.25,0
78.55,0.00,3.24,0
78.6,0.00,3.23,0
78.65,0.00,3.23,0
78.7,0.00,3.21,0
78.75,0.00,3.19,0
78.8,0.00,3.19,0
78.85,0.00,3.18,0
78.9,0.00,3.16,0
78.95,0.00,3.15,0
79,0.00,3.13,0
79.05,0.00,3.11,0
79.1,0.00,3.10,0
79.15,0.00,3.09,0
79.2,0.00,3.08,0
79.25,0.00,3.08,0
79.3,0.00,3.06,0
79.35,0.00,3.05,0
79.4,0.00,3.03,0
79.45,0.00,3.02,0
79.5,0.00,3.02,0
79.55,0.00,3.00,0
79.6,0.00,2.99,0
79.65,0.00,2.97,0
79.7,0.00,2.96,0
79.75,0.00,2.94,0
79.8,0.00,2.93,0
79.85,0.00,2.92,0
79.9,80.00,2.76,8
79.95,80.00,2.73,8
80,80.00,2.85,8
80.05,80.00,3.17,8
80.1,80.00,3.64,8
80.15,80.00,4.23,8
80.2,80.00,5.02,8
80.25,80.00,5.78,8
80.3,80.00,6.55,8
80.35,80.00,7.22,8
80.4,80.00,7.98,8
80.45,80.00,8.62,8
80.5,80.00,9.27,8
80.55,80.00,10.23,8
80.6,80.00,10.86,8
80.65,80.00,11.51,8
80.7,80.00,12.15,8
80.75,80.00,12.72,8
80.8,0.00,13.29,0
80.85,0.00,13.77,0
80.9,0.00,14.12,0
80.95,0.00,14.34,0
81,0.00,14.41,0
81.05,0.00,14.38,0
81.1,0.00,14.26,0
81.15,0.00,14.14,0
81.2,0.00,14.02,0
81.25,0.00,13.91,0
81.3,0.00,13.74,0
81.35,0.00,13.63,0
81.4,0.00,13.53,0
81.45,0.00,13.43,0
81.5,0.00,13.33,0
81.55,0.00,13.22,0
81.6,0.00,13.12,0
81.65,0.00,13.01,0
81.7,0.00,12.90,0
81.75,0.00,12.80,0
81.8,0.00,12.71,0
81.85,0.00,12.63,0
81.9,0.00,12.56,0
81.95,0.00,12.49,0
82,0.00,12.42,0
82.05,0.00,12.31,0
82.1,0.00,12.23,0
82.15,0.00,12.15,0
82.2,0.00,12.08,0
82.25,0.00,12.00,0
82.3,0.00,11.93,0
82.35,0.00,11.84,0
82.4,0.00,11.76,0
82.45,0.00,11.67,0
82.5,0.00,11.60,0
82.55,0.00,11.53,0
82.6,0.00,11.47,0
82.65,0.00,11.41,0
82.7,0.00,11.35,0
82.75,0.00,11.28,0
82.8,0.00,11.17,0
82.85,0.00,11.11,0
82.9,0.00,11.05,0
82.95,0.00,10.98,0
83,0.00,10.92,0
83.05,0.00,10.84,0
83.1,0.00,10.78,0
83.15,0.00,10.70,0
83.2,0.00,10.62,0
83.25,0.00,10.56,0
83.3,0.00,10.51,0
83.35,0.00,10.45,0
83.4,0.00,10.40,0
83.45,0.00,10.35,0
83.5,0.00,10.25,0
83.55,0.00,10.20,0
83.6,0.00,10.14,0
83.65,0.00,10.09,0
83.7,0.00,10.03,0
83.75,0.00,9.96,0
83.8,0.00,9.90,0
83.85,0.00,9.84,0
83.9,0.00,9.78,0
83.95,0.00,9.72,0
84,0.00,9.67,0
84.05,0.00,9.62,0
84.1,0.00,9.57,0
84.15,0.00,9.51,0
84.2,0.00,9.43,0
84.25,0.00,9.38,0
84.3,0.00,9.33,0
84.35,0.00,9.28,0
84.4,0.00,9.23,0
84.45,0.00,9.17,0
84.5,0.00,9.12,0
84.55,0.00,9.06,0
84.6,0.00,9.01,0
84.65,0.00,8.96,0
84.7,0.00,8.91,0
84.75,0.00,8.86,0
84.8,0.00,8.81,0
84.85,0.00,8.74,0
84.9,0.00,8.69,0
84.95,0.00,8.64,0
85,0.00,8.59,0
85.05,0.00,8.54,0
85.1,0.00,8.49,0
85.15,0.00,8.43,0
85.2,0.00,8.38,0
85.25,0.00,8.33,0
85.3,0.00,8.29,0
85.35,0.00,8.25,0
85.4,0.00,8.21,0
85.45,0.00,8.17,0
85.5,0.00,8.10,0
85.55,0.00,8.06,0
85.6,0.00,8.02,0
85.65,0.00,7.97,0
85.7,0.00,7.93,0
85.75,0.00,7.88,0
85.8,0.00,7.83,0
85.85,0.00,7.78,0
85.9,0.00,7.74,0
85.95,0.00,7.70,0
86,0.00,7.66,0
86.05,0.00,7.62,0
86.1,0.00,7.59,0
86.15,0.00,7.52,0
86.2,0.00,7.48,0
86.25,0.00,7.44,0
86.3,0.00,7.40,0
86.35,0.00,7.36,0
86.4,0.00,7.32,0
86.45,0.00,7.28,0
86.5,0.00,7.24,0
86.55,0.00,7.19,0
86.6,0.00,7.15,0
86.65,0.00,7.11,0
86.7,0.00,7.08,0
86.75,0.00,7.04,0
86.8,0.00,6.99,0
86.85,0.00,6.95,0
86.9,0.00,6.92,0
86.95,0.00,6.89,0
87,0.00,6.85,0
87.05,0.00,6.81,0
87.1,0.00,6.78,0
87.15,0.00,6.73,0
87.2,0.00,6.70,0
87.25,0.00,6.66,0
87.3,0.00,6.63,0
87.35,0.00,6.59,0
87.4,0.00,6.57,0
87.45,0.00,6.53,0
87.5,0.00,6.48,0
87.55,0.00,6.45,0
87.6,0.00,6.42,0
87.65,0.00,6.39,0
87.7,0.00,6.35,0
87.75,0.00,6.31,0
87.8,0.00,6.28,0
87.85,0.00,6.24,0
87.9,0.00,6.19,0
87.95,0.00,6.16,0
88,0.00,6.13,0
88.05,0.00,6.11,0
88.1,0.00,6.08,0
88.15,0.00,6.03,0
88.2,0.00,6.00,0
88.25,0.00,5.97,0
88.3,0.00,5.94,0
88.35,0.00,5.92,0
88.4,0.00,5.90,0
88.45,0.00,5.87,0
88.5,0.00,5.83,0
88.55,0.00,5.80,0
88.6,0.00,5.76,0
88.65,0.00,5.72,0
88.7,0.00,5.70,0
88.75,0.00,5.67,0
88.8,0.00,5.65,0
88.85,0.00,5.62,0
88.9,0.00,5.58,0
88.95,0.00,5.55,0
89,0.00,5.53,0
89.05,0.00,5.50,0
89.1,0.00,5.48,0
89.15,0.00,5.46,0
89.2,0.00,5.43,0
89.25,0.00,5.39,0
89.3,0.00,5.36,0
89.35,0.00,5.33,0
89.4,0.00,5.29,0
89.45,0.00,5.27,0
89.5,0.00,5.25,0
89.55,0.00,5.22,0
89.6,0.00,5.18,0
89.65,0.00,5.15,0
89.7,0.00,5.13,0
89.75,0.00,5.11,0
89.8,0.00,5.09,0
89.85,0.00,5.07,0
89.9,0.00,5.04,0
89.95,0.00,5.01,0
90,0.00,4.97,0
90.05,0.00,4.94,0
90.1,0.00,4.92,0
90.15,0.00,4.90,0
90.2,0.00,4.88,0
90.25,0.00,4.86,0
90.3,0.00,4.81,0
90.35,0.00,4.79,0
90.4,0.00,4.77,0
90.45,0.00,4.75,0
90.5,0.00,4.73,0
90.55,0.00,4.71,0
90.6,0.00,4.70,0
90.65,0.00,4.67,0
90.7,0.00,4.65,0
90.75,0.00,4.62,0
90.8,0.00,4.59,0
90.85,0.00,4.56,0
90.9,0.00,4.54,0
90.95,0.00,4.53,0
91,0.00,4.49,0
91.05,0.00,4.46,0
91.1,0.00,4.44,0
91.15,0.00,4.42,0
91.2,0.00,4.40,0
91.25,0.00,4.39,0
91.3,0.00,4.38,0
91.35,0.00,4.36,0
91.4,0.00,4.33,0
91.45,0.00,4.30,0
91.5,0.00,4.27,0
91.55,0.00,4.25,0
91.6,0.00,4.23,0
91.65,0.00,4.22,0
91.7,0.00,4.21,0
91.75,0.00,4.17,0
91.8,0.00,4.15,0
91.85,0.00,4.14,0
91.9,0.00,4.12,0
91.95,0.00,4.11,0
92,0.00,4.09,0
92.05,0.00,4.07,0
92.1,0.00,4.05,0
92.15,0.00,4.03,0
92.2,0.00,4.00,0
92.25,0.00,3.98,0
92.3,0.00,3.97,0
92.35,0.00,3.95,0
92.4,0.00,3.92,0
92.45,0.00,3.89,0
92.5,0.00,3.88,0
92.55,0.00,3.86,0
92.6,0.00,3.85,0
92.65,0.00,3.83,0
92.7,0.00,3.83,0
92.75,0.00,3.82,0
92.8,0.00,3.80,0
92.85,0.00,3.78,0
92.9,0.00,3.76,0
92.95,0.00,3.73,0
93,0.00,3.71,0
93.05,0.00,3.70,0
93.1,0.00,3.68,0
93.15,0.00,3.66,0
93.2,0.00,3.63,0
93.25,0.00,3.61,0
93.3,0.00,3.60,0
93.35,0.00,3.59,0
93.4,0.00,3.58,0
93.45,0.00,3.57,0
93.5,0.00,3.56,0
93.55,0.00,3.55,0
93.6,0.00,3.53,0
93.65,0.00,3.50,0
93.7,0.00,3.49,0
93.75,0.00,3.46,0
93.8,0.00,3.45,0
93.85,0.00,3.44,0
93.9,0.00,3.41,0
93.95,0.00,3.40,0
94,0.00,3.39,0
94.05,0.00,3.38,0
94.1,0.00,3.37,0
94.15,0.00,3.36,0
94.2,0.00,3.34,0
94.25,0.00,3.33,0
94.3,0.00,3.31,0
94.35,0.00,3.29,0
94.4,0.00,3.27,0
94.45,0.00,3.26,0
94.5,0.00,3.25,0
94.55,0.00,3.22,0
94.6,0.00,3.21,0
94.65,0.00,3.20,0
94.7,0.00,3.19,0
94.75,0.00,3.18,0
94.8,0.00,3.18,0
94.85,0.00,3.16,0
94.9,0.00,3.14,0
94.95,0.00,3.12,0
95,0.00,3.11,0
95.05,0.00,3.09,0
95.1,0.00,3.08,0
95.15,0.00,3.07,0
95.2,0.00,3.05,0
95.25,0.00,3.02,0
95.3,0.00,3.01,0
95.35,0.00,3.00,0
95.4,0.00,2.99,0
95.45,0.00,2.98,0
95.5,0.00,2.99,0
95.55,0.00,2.98,0
95.6,0.00,2.96,0
95.65,0.00,2.95,0
95.7,0.00,2.94,0
95.75,0.00,2.92,0
95.8,0.00,2.91,0
95.85,0.00,2.90,0
95.9,0.00,2.88,0
95.95,0.00,2.87,0
96,0.00,2.86,0
96.05,0.00,2.86,0
96.1,0.00,2.85,0
96.15,0.00,2.84,0
96.2,0.00,2.84,0
96.25,0.00,2.82,0
96.3,0.00,2.81,0
96.35,0.00,2.79,0
96.4,0.00,2.78,0
96.45,0.00,2.76,0
96.5,0.00,2.76,0
96.55,0.00,2.74,0
96.6,0.00,2.72,0
96.65,0.00,2.71,0
96.7,0.00,2.70,0
96.75,0.00,2.70,0
96.8,0.00,2.69,0
96.85,0.00,2.70,0
96.9,0.00,2.68,0
96.95,0.00,2.67,0
97,0.00,2.66,0
97.05,0.00,2.65,0
97.1,0.00,2.63,0
97.15,0.00,2.62,0
97.2,0.00,2.62,0
97.25,0.00,2.60,0
97.3,0.00,2.59,0
97.35,0.00,2.58,0
97.4,0.00,2.58,0
97.45,0.00,2.58,0
97.5,0.00,2.57,0
97.55,0.00,2.56,0
97.6,0.00,2.55,0
97.65,0.00,2.54,0
97.7,0.00,2.52,0
97.75,0.00,2.50,0
97.8,0.00,2.50,0
97.85,0.00,2.49,0
97.9,0.00,2.48,0
97.95,0.00,2.46,0
98,0.00,2.45,0
98.05,0.00,2.45,0
98.1,0.00,2.44,0
98.15,0.00,2.44,0
98.2,0.00,2.44,0
98.25,0.00,2.43,0
98.3,0.00,2.42,0
98.35,0.00,2.40,0
98.4,0.00,2.39,0
98.45,0.00,2.38,0
98.5,0.00,2.38,0
98.55,0.00,2.37,0
98.6,0.00,2.35,0
98.65,0.00,2.34,0
98.7,0.00,2.34,0
98.75,0.00,2.33,0
98.8,0.00,2.33,0
98.85,0.00,2.34,0
98.9,0.00,2.33,0
98.95,0.00,2.32,0
99,0.00,2.31,0
99.05,0.00,2.30,0
99.1,0.00,2.28,0
99.15,0.00,2.27,0
99.2,0.00,2.27,0
99.25,0.00,2.25,0
99.3,0.00,2.24,0
99.35,0.00,2.24,0
99.4,0.00,2.24,0
99.45,0.00,2.23,0
99.5,0.00,2.23,0
99.55,0.00,2.23,0
99.6,0.00,2.22,0
99.65,0.00,2.21,0
99.7,0.00,2.20,0
99.75,0.00,2.19,0
99.8,0.00,2.17,0
99.85,0.00,2.17,0
99.9,0.00,2.16,0
99.95,0.00,2.14,0
100,0.00,2.13,0
100.05,0.00,2.13,0
100.1,0.00,2.12,0
100.15,0.00,2.12,0
100.2,0.00,2.13,0
100.25,0.00,2.13,0
100.3,0.00,2.12,0
100.35,0.00,2.11,0
100.4,0.00,2.10,0
100.45,0.00,2.08,0
100.5,0.00,2.07,0
100.55,0.00,2.07,0
100.6,0.00,2.06,0
100.65,0.00,2.04,0
100.7,0.00,2.02,0
100.75,0.00,2.02,0
100.8,0.00,2.02,0
100.85,0.00,2.01,0
100.9,0.00,2.02,0
100.95,0.00,2.03,0
101,0.00,2.03,0
101.05,0.00,2.02,0
101.1,0.00,2.01,0
101.15,0.00,1.99,0
101.2,0.00,1.98,0
101.25,0.00,1.98,0
101.3,0.00,1.97,0
101.35,0.00,1.95,0
101.4,0.00,1.93,0
101.45,0.00,1.93,0
101.5,0.00,1.93,0
101.55,0.00,1.92,0
101.6,0.00,1.93,0
101.65,0.00,1.94,0
101.7,0.00,1.93,0
101.75,0.00,1.92,0
101.8,0.00,1.91,0
101.85,0.00,1.90,0
101.9,0.00,1.89,0
101.95,0.00,1.89,0
102,0.00,1.88,0
102.05,0.00,1.87,0
102.1,0.00,1.86,0
102.15,0.00,1.86,0
102.2,0.00,1.86,0
102.25,0.00,1.85,0
102.3,0.00,1.86,0
102.35,0.00,1.86,0
102.4,0.00,1.85,0
102.45,0.00,1.84,0
102.5,0.00,1.83,0
102.55,0.00,1.82,0
102.6,0.00,1.81,0
102.65,0.00,1.81,0
102.7,0.00,1.80,0
102.75,0.00,1.79,0
102.8,0.00,1.78,0
102.85,0.00,1.78,0
102.9,0.00,1.78,0
102.95,0.00,1.78,0
103,0.00,1.79,0
103.05,0.00,1.79,0
103.1,0.00,1.79,0
103.15,0.00,1.78,0
103.2,0.00,1.77,0
103.25,0.00,1.75,0
103.3,0.00,1.74,0
103.35,0.00,1.74,0
103.4,0.00,1.73,0
103.45,0.00,1.71,0
103.5,0.00,1.71,0
103.55,0.00,1.71,0
103.6,0.00,1.71,0
103.65,0.00,1.71,0
103.7,0.00,1.72,0
103.75,0.00,1.73,0
103.8,0.00,1.73,0
103.85,0.00,1.72,0
103.9,0.00,1.70,0
103.95,0.00,1.69,0
104,0.00,1.68,0
104.05,0.00,1.67,0
104.1,0.00,1.66,0
104.15,0.00,1.65,0
104.2,0.00,1.65,0
104.25,0.00,1.64,0
104.3,0.00,1.64,0
104.35,0.00,1.65,0
104.4,0.00,1.65,0
104.45,0.00,1.65,0
104.5,0.00,1.64,0
104.55,0.00,1.63,0
104.6,0.00,1.62,0
104.65,0.00,1.61,0
104.7,0.00,1.60,0
104.75,0.00,1.60,0
104.8,0.00,1.59,0
104.85,0.00,1.59,0
104.9,0.00,1.58,0
104.95,0.00,1.58,0
105,0.00,1.58,0
105.05,0.00,1.59,0
105.1,0.00,1.59,0
105.15,0.00,1.60,0
105.2,0.00,1.59,0
105.25,0.00,1.58,0
105.3,0.00,1.57,0
105.35,0.00,1.55,0
105.4,0.00,1.54,0
105.45,0.00,1.54,0
105.5,0.00,1.53,0
105.55,0.00,1.52,0
105.6,0.00,1.51,0
105.65,0.00,1.51,0
