Time (s),Pressure,PWM
71.4,0.61,0.00
71.45,0.62,0.00
71.5,0.62,0.00
71.55,0.62,0.00
71.6,0.62,0.00
71.65,0.61,0.00
71.7,0.60,0.00
71.75,0.60,0.00
71.8,0.60,0.00
71.85,0.60,0.00
71.9,0.60,0.00
71.95,0.62,0.00
72,0.62,0.00
72.05,0.62,0.00
72.1,0.61,0.00
72.15,0.61,0.00
72.2,0.61,0.00
72.25,0.62,0.00
72.3,0.62,0.00
72.35,0.61,0.00
72.4,0.60,0.00
72.45,0.58,0.00
72.5,0.57,0.00
72.55,0.57,0.00
72.6,0.58,0.00
72.65,0.58,0.00
72.7,0.59,0.00
72.75,0.60,0.00
72.8,0.60,0.00
72.85,0.60,0.00
72.9,0.59,0.00
72.95,0.60,0.00
73,0.60,0.00
73.05,0.59,0.00
73.1,0.58,0.00
73.15,0.57,0.00
73.2,0.56,0.00
73.25,0.56,0.00
73.3,0.56,0.00
73.35,0.58,0.00
73.4,0.59,0.00
73.45,0.60,0.00
73.5,0.59,0.00
73.55,0.59,0.00
73.6,0.59,0.00
73.65,0.59,0.00
73.7,0.59,0.00
73.75,0.58,0.00
73.8,0.58,0.00
73.85,0.57,0.00
73.9,0.55,0.00
73.95,0.55,0.00
74,0.55,0.00
74.05,0.55,0.00
74.1,0.56,0.00
74.15,0.57,0.00
74.2,0.58,0.00
74.25,0.58,0.00
74.3,0.57,0.00
74.35,0.57,0.00
74.4,0.58,0.00
74.45,0.57,0.00
74.5,0.57,0.00
74.55,0.56,0.00
74.6,0.55,0.00
74.65,0.55,0.00
74.7,0.55,0.00
74.75,0.56,0.00
74.8,0.57,0.00
74.85,0.58,0.00
74.9,0.57,0.00
74.95,0.57,0.00
75,0.56,0.00
75.05,0.56,0.00
75.1,0.56,0.00
75.15,0.55,0.00
75.2,0.55,0.00
75.25,0.54,0.00
75.3,0.54,0.00
75.35,0.53,0.00
75.4,0.53,0.00
75.45,0.53,0.00
75.5,0.54,0.00
75.55,0.55,0.00
75.6,0.56,0.00
75.65,0.56,0.00
75.7,0.55,0.00
75.75,0.55,0.00
75.8,0.54,0.00
75.85,0.54,0.00
75.9,0.53,0.00
75.95,0.52,0.00
76,0.51,0.00
76.05,0.51,0.00
76.1,0.52,0.00
76.15,0.52,0.00
76.2,0.53,0.00
76.25,0.54,0.00
76.3,0.55,0.00
76.35,0.55,0.00
76.4,0.54,0.00
76.45,0.54,0.00
76.5,0.53,0.00
76.55,0.53,0.00
76.6,0.53,0.00
76.65,0.52,0.00
76.7,0.52,0.00
76.75,0.53,0.00
76.8,0.53,0.00
76.85,0.53,0.00
76.9,0.54,0.00
76.95,0.54,0.00
77,0.54,0.00
77.05,0.53,0.00
77.1,0.52,0.00
77.15,0.52,0.00
77.2,0.51,0.00
77.25,0.51,0.00
77.3,0.50,0.00
77.35,0.50,0.00
77.4,0.51,0.00
77.45,0.51,0.00
77.5,0.52,0.00
77.55,0.53,0.00
77.6,0.53,0.00
77.65,0.52,0.00
77.7,0.52,0.00
77.75,0.51,0.00
77.8,0.51,0.00
77.85,0.51,0.00
77.9,0.50,0.00
77.95,0.49,0.00
78,0.49,0.00
78.05,0.50,0.00
78.1,0.50,0.00
78.15,0.50,0.00
78.2,0.51,0.00
78.25,0.52,0.00
78.3,0.52,0.00
78.35,0.52,0.00
78.4,0.52,0.00
78.45,0.51,0.00
78.5,0.51,0.00
78.55,0.51,0.00
78.6,0.50,0.00
78.65,0.49,0.00
78.7,0.49,0.00
78.75,0.49,0.00
78.8,0.50,0.00
78.85,0.51,0.00
78.9,0.52,0.00
78.95,0.52,0.00
79,0.52,0.00
79.05,0.52,0.00
79.1,0.51,0.00
79.15,0.50,0.00
79.2,0.50,0.00
79.25,0.50,0.00
79.3,0.50,0.00
79.35,0.49,0.00
79.4,0.48,0.00
79.45,0.49,0.00
79.5,0.49,0.00
79.55,0.50,0.00
79.6,0.51,0.00
79.65,0.52,0.00
79.7,0.51,0.00
79.75,0.50,0.00
79.8,0.50,0.00
79.85,0.49,0.00
79.9,0.49,0.00
79.95,0.49,0.00
80,0.48,0.00
80.05,0.48,0.00
80.1,0.48,0.00
80.15,0.48,0.00
80.2,0.48,0.00
80.25,0.49,0.00
80.3,0.50,0.00
80.35,0.50,0.00
80.4,0.50,0.00
80.45,0.50,0.00
80.5,0.49,0.00
